catchment_population_mean,catchment_population_median,malaria_cases_total,malaria_cases_mean,malaria_cases_median,malaria_deaths_total,malaria_deaths_mean,malaria_deaths_median,scd_cases_total,scd_cases_mean,scd_cases_median,scd_deaths_total,scd_deaths_mean,scd_deaths_median
25036.614285714284,20589.5,633523,2262.582142857143,0,7170,25.607142857142858,0,65800,235,0,895,3.1964285714285716,0
