catchment_id,facility_name,facility_class,ownership_class,region,tpopn,log_tpopn,z_log_tpopn,catchment_population,malaria_cases,scd_cases,expected_malaria_cases,expected_scd_cases,shared_mean,shared_sd,malaria_spatial_mean,malaria_spatial_sd,scd_spatial_mean,scd_spatial_sd,exceed_prob_rr_gt1,hotspot_080,hotspot_090,robust_hotspot_005_adj,robust_hotspot_010_adj,hotspot_class_005_adj,hotspot_class_010_adj,rr_malaria_adj,rr_scd_adj
HF1754,St. Anthony'S Tororo HOSPITAL,General hospital,PNFP,BUKEDI,4373,8.38320455141292,-0.2368845896772188,13722,1374,261,1240.0699156036046,128.79816588619067,5.633561935512519,1.5503765401223484,-0.017330310600759676,0.2561409204919326,0.019905518622247084,0.25055955263856294,0.9998602927229059,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,8.939753709641888e-4,0.015744155751164446
HF1769,Abim HOSPITAL,General hospital,Government,Other,2153,7.674617497364363,-1.163704194331231,3752,3938,556,339.07173322727914,35.21722186306569,7.900338303926177,1.6004303895299254,-9.993402600443184e-4,0.21120622649268958,0.005055986468465772,0.21491465197072634,0.9999996020774703,1,1,0,0,Not hotspot,Not hotspot,0.03425829949596133,0.44853049295369923
HF1785,Adjumani   HOSPITAL,General hospital,Government,WEST NILE,11983,9.391244257682517,1.0816139020780544,39520,13988,328,3571.4591943342407,370.9447249542527,4.983533649864121,1.540694933963445,0.033359282927724415,0.26027510897560996,-0.03190023600981439,0.2531843590580923,0.9993909362392471,1,1,0,0,Not hotspot,Not hotspot,0.0010966600598415767,0.0023899516956085044
HF1805,Mungula HC IV,HC IV,Government,WEST NILE,8400,9.035986984831405,0.6169435368870932,9776,0,0,883.4662217563648,91.7600109097362,-6.912599285876192,5.660369035161565,0.034022930716639664,0.3134909039131078,-0.03841715139310732,0.30584094687975627,0.11099991530781683,0,0,0,0,Not hotspot,Not hotspot,3.871049121421082e-6,4.9336829268467734e-5
HF1831,Kalongo Ambrosoli Memorial HOSPITAL,General hospital,PNFP,ACHOLI,5412,8.59637398929068,0.041937346187057224,8783,16436,1408,793.7278872428552,82.43946152007088,8.188799753017545,1.602772955641762,0.0014353840076324418,0.2112833856372073,0.0026517773088490125,0.2093928599774294,0.9999998381902071,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.026089515598372696,0.20723041774205112
HF1856,Patongo HC III,HC IV,Government,ACHOLI,1353,7.210079628170788,-1.7713116884462765,13211,0,0,1193.8903698469042,124.00179052051195,-0.07889229010016867,1.4284125623678514,2.222565697508178e-5,0.2108725261226285,-6.37479971378169e-5,0.20448891127979582,0.47797731763950413,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,7.43204978586468e-7,3.253240085208906e-5
HF1868,Alebtong HC IV,HC IV,Government,LANGO,2150,7.673223121121708,-1.165528014327055,20616,0,0,1863.0871141294208,193.50699518362535,-5.6966919192044,4.7106455833907726,0.001396509231249924,0.27449868250603365,-0.004292817632878596,0.2744474215095325,0.11326939425841809,0,0,0,0,Not hotspot,Not hotspot,0.005409182315282616,0.02614599460552649
HF1882,Amolatar HC IV,HC IV,Government,LANGO,2300,7.7406644019172415,-1.077315986112392,22673,0,0,2048.9801192596215,212.8145179374436,-5.304461151770604,4.432797961167315,-0.0019545552325610006,0.21229612901872338,-6.121941013825564e-4,0.20622496948269758,0.11572354805906249,0,0,0,0,Not hotspot,Not hotspot,4.639610909033396e-6,9.057524735851009e-5
HF1903,Atiak HC IV,HC IV,Government,ACHOLI,4980,8.513185170018698,-0.06687218984492423,5663,0,0,511.77058242699405,53.15435165526146,-6.821082077988772,5.832394476828077,0.034057518442166666,0.3135025649046427,-0.03840724381431212,0.30584222584371745,0.12109778133056237,0,0,0,0,Not hotspot,Not hotspot,5.340786099020214e-5,3.0316526224511266e-4
HF1927,Aduku HC IV,HC IV,Government,LANGO,2584,7.857093864902493,-0.9250282633300975,16106,0,0,1455.5142151808523,151.17499342391685,-4.1593818193852305,3.292667526714299,-0.011348214219826567,0.224170443472023,0.009832821970725561,0.2236361429852546,0.1032540626602727,0,0,0,0,Not hotspot,Not hotspot,1.031146715208783e-6,2.2602612240050217e-5
HF1934,Apac HOSPITAL,General hospital,Government,LANGO,10860,9.292841593487926,0.9529049201616524,21637,2482,737,1955.3558347117907,203.09035966182097,5.807634234378368,1.5817358919127245,-0.015612783866734281,0.29402167572227905,0.019242625815239774,0.2927709753120251,0.9998795212086218,1,1,0,0,Not hotspot,Not hotspot,6.493821251251733e-4,0.01786912829570812
HF1965,Arua REGIONAL REF HOSPITAL,Hospital,Government,WEST NILE,13348,9.499121839871265,1.2227159127681253,65633,7301,802,5931.3153163395555,616.047953768281,5.172091195477386,1.56410783005098,-0.00749665446829793,0.2087520349444292,0.010448677794940972,0.210801228795833,0.9995280504725221,1,1,0,0,Not hotspot,Not hotspot,2.0754698767920068e-4,0.0021144992656621556
HF1970,Oriajini HOSPITAL,General hospital,PNFP,WEST NILE,5408,8.5956346177228,0.040970260971035406,48979,1847,556,4426.277830953866,459.72929361169895,4.698035504272959,1.5468957195116684,-0.011996918533944183,0.18593814935379957,0.014931969840374443,0.1841482051317653,0.9988055627451056,1,1,0,0,Not hotspot,Not hotspot,9.431911533162613e-5,0.0026316107622940416
HF1994,Omugo HC IV,HC IV,Government,WEST NILE,5394,8.593042503699674,0.037579820685110725,37474,0,0,3386.560269445378,351.7404509852142,-4.825174419413623,3.008149262298812,-0.008125194013307037,0.14825101792939746,0.006133939942347997,0.14754616914971797,0.054353252600615964,0,0,0,0,Not hotspot,Not hotspot,1.5409436881584166e-7,1.869281453998398e-6
HF1999,Rhino Camp HC IV,HC IV,Government,WEST NILE,4185,8.339261982923576,-0.2943607088386969,16857,0,0,1523.3827843849265,158.22406954842705,-3.8460938814395615,1.4398912994718813,-0.01007555629866056,0.2164729113929192,0.008559369534509559,0.21658326176155931,0.0037801541858584198,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,3.592252624448277e-7,6.9418240994865015e-6
HF2009,Kuluva HOSPITAL,General hospital,PNFP,WEST NILE,3999,8.293799608846818,-0.3538247074083998,44937,1801,50,4060.9985277276764,421.79005833171186,3.8460938799018964,1.4398912961718886,0.010075556461446655,0.21647291129472238,-0.008559371394083037,0.21658326154420668,0.9962198458710573,1,1,0,0,Not hotspot,Not hotspot,1.0922489813525418e-4,2.877506532924022e-4
HF2019,Dokolo HC IV,HC IV,Government,LANGO,5837,8.671972245203792,0.1408185566997209,28213,0,0,2549.635077169836,264.81436045380394,-3.0399759443948615,2.126342284387713,-8.11717978177209e-4,0.17123040336562964,-6.834166527029241e-4,0.16659776448331817,0.07640532552433943,0,0,0,0,Not hotspot,Not hotspot,1.7247392962684826e-7,4.697928038459292e-6
HF2027,Awach HC IV,HC IV,Government,ACHOLI,5077,8.532475814947395,-0.04164036010123459,8475,0,0,765.893640485392,79.54849554623713,-17.66035959236458,2.6935137842228785,-0.0015591396283007976,0.1712249099870209,-0.007222300299932136,0.17576737055602695,2.7519653222896068e-11,0,0,0,0,Not hotspot,Not hotspot,6.929199372394883e-8,1.5674552183554295e-7
HF2028,Gulu  Military Hospital,General hospital,Government,ACHOLI,13487,9.509481537516857,1.2362662180148323,8613,1821,39,778.364828967632,80.84379848256525,4.341690923275092,1.5455108525810068,0.0060291499190393595,0.17336729150364258,-0.00412812328974321,0.17354073679220727,0.9975169696709131,1,1,0,0,Not hotspot,Not hotspot,0.0030058361524710826,0.006053034874825344
HF2029,St. Mary's Hospital Lacor,General hospital,PNFP,ACHOLI,9029,9.10819689830748,0.7113928541271023,28907,14835,4585,2612.352503305159,271.32842014809165,7.165915778515545,1.5910885688757104,-0.004485219276938252,0.2604968527826665,0.008349013471516216,0.2653837214611294,0.9999966622629947,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.0021739456282238016,0.062278095464363734
HF2057,Lalogi HC IV,HC IV,Government,ACHOLI,8274,9.020873347021357,0.5971751601718271,12103,0,0,1093.7593782648612,113.60182201723988,-4.784533962722126,4.593664474366737,-0.0017876475620390722,0.21225771523535236,-5.25960891889116e-4,0.20615779955185615,0.1488100423676083,0,0,0,0,Not hotspot,Not hotspot,0.015201008059186607,0.11532414464624943
HF2067,Gulu Regional Referal Hospital,Hospital,Government,ACHOLI,8080,8.997147151515142,0.5661417070295862,42088,17764,2371,3803.531745221142,395.04862307374964,6.152704192686721,1.567877310338201,8.108344564906905e-6,0.2590395919915851,0.00298846103174058,0.2555986899223335,0.9999564954049402,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.0012279520892502513,0.01519251998499664
HF2099,Kaabong HOSPITAL,General hospital,Government,Other,326,5.786897381366708,-3.6328094392126586,7239,5434,387,654.1951697314162,67.94708663825494,7.137646084770914,1.5944285551710653,0.0025929175580425854,0.21161562033786324,9.099648548085814e-4,0.20542508584281463,0.9999962082453885,1,1,0,0,Not hotspot,Not hotspot,0.012698231482232019,0.08393180931468092
HF2108,Karenga HC IV,HC IV,Government,Other,3144,8.053251153549096,-0.6684579242663105,3020,0,0,272.9202117127886,28.346484548629633,-3.674441742442752,5.025321861012358,-0.0014122967662942478,0.21218533680621549,-3.618224157844157e-4,0.20606406705195007,0.23233297249706952,0,0,0,0,Not hotspot,Not hotspot,0.0666753492662788,0.6509912797825539
HF2124,Kitgum HOSPITAL,General hospital,Government,ACHOLI,4461,8.403128235128264,-0.2108247561552793,29361,15823,629,2653.380905993108,275.5897790835479,6.464767807427959,1.5709527154694418,0.00586998730665036,0.21340945102506578,-0.0027965850845987333,0.20975498949245866,0.9999806569107538,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.002247489872080114,0.008290148288116571
HF2140,Naam Okora HC IV,HC IV,Government,ACHOLI,5138,8.544419177669829,-0.026018648339214297,4459,0,0,402.9639814660015,41.8533028484568,-3.979811747596325,4.89194063256714,-0.001518116597386225,0.2122037426028915,-4.0427257023050817e-4,0.20608394864401516,0.2079529511418099,0,0,0,0,Not hotspot,Not hotspot,0.4351169436441693,2.707124922535965
HF2145,Koboko Hospital,General hospital,Government,WEST NILE,6142,8.722905701000768,0.20743863548284366,44637,2628,711,4033.887248418459,418.9741823831725,5.044705592020446,1.549922908822335,-0.018854772904249473,0.19860956169773372,0.021992509360741718,0.1943068503077929,0.9994326600537132,1,1,0,0,Not hotspot,Not hotspot,1.6155322592710446e-4,0.004051575977433568
HF2152,Aboke HC IV,HC IV,Government,LANGO,9340,9.142061531222888,0.7556872079557304,18498,0,0,1671.681482206346,173.6269109869374,-9.263569691487376,5.799049307871272,0.00948697077601783,0.23914957744014248,-0.014588535546086521,0.24116264112037003,0.055085053237992065,0,0,0,0,Not hotspot,Not hotspot,4.999009519995282e-4,0.00412193564335695
HF2167,Kotido HC IV,HC IV,Government,Other,1100,7.003065458786462,-2.0420826396375635,17234,0,0,1557.4526253835097,161.76268699042487,-5.076065495069467,4.500856439487449,-0.0018819350159835434,0.2122789526707937,-5.735774340888916e-4,0.20619338977674015,0.12970221534554316,0,0,0,0,Not hotspot,Not hotspot,5.7813687686706744e-5,8.786135574602176e-4
HF2186,Madi-Opei HC IV,HC IV,Government,ACHOLI,4018,8.29853954537488,-0.34762495245391295,1735,0,0,156.7935653383074,16.28514923571934,0.8386632539288741,1.593905961322013,-1.2550780634121457e-4,0.21112965978810352,5.607305523711706e-4,0.20506400114415627,0.7006144625561902,0,0,0,0,Not hotspot,Not hotspot,0.25062699209543815,1.2452094476124882
HF2190,Padibe HC IV,HC IV,Government,ACHOLI,2083,7.641564441260972,-1.2069370197340112,9064,0,0,819.1221188624888,85.07699865853608,-0.8386632606168666,1.5939059612821889,1.2550330576403885e-4,0.2111296599044428,-5.607329532199366e-4,0.2050640006578063,0.2993855359816874,0,0,0,0,Not hotspot,Not hotspot,0.017626195244994158,0.12122408500400089
HF2205,Ayira Health Services,HC IV,PFP,LANGO,6821,8.82776136765472,0.3445880329474059,28991,180,0,2619.94366151174,272.11686541368266,0.0330092575062011,1.6987517908395031,0.01175421075327549,0.14738056794805443,-0.01237057213411907,0.14520709900735287,0.5077515502057828,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,2.6168729246288926e-5,1.5738114960591767e-5
HF2206,Lira REGIONAL REF HOSPITAL,Hospital,Government,LANGO,3900,8.268731832117737,-0.3866129255741945,20149,13408,3698,1820.8838893380723,189.1236149570657,7.388336983844775,1.568646864659966,0.005142588863264765,0.20277000608117832,-0.0016710649759208965,0.19680328657818533,0.9999987614557564,1,1,0,0,Not hotspot,Not hotspot,0.004044155311261551,0.10338763104408237
HF2211,Amach HC IV,HC IV,Government,LANGO,5757,8.65817178467581,0.12276779314497088,7013,0,0,633.7713393184724,65.82579342368861,-2.0854275172004217,2.274974822574029,-6.540108522572585e-4,0.26094397049990464,-4.219224622777508e-4,0.2532328319587423,0.17965476032090955,0,0,0,0,Not hotspot,Not hotspot,3.1072570088645773e-6,8.549050315715309e-5
HF2222,PAG Mission HC IV,HC IV,PNFP,LANGO,2701,7.901377353792616,-0.8671062261840001,47543,7492,1818,4296.505173993745,446.2506340713572,5.890097864550432,1.555614350108412,-9.178877225405077e-4,0.1638729533869788,0.0039019438575965825,0.16673254225385242,0.9999235613458372,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,4.0589033826332843e-4,0.009128090772323173
HF2228,Ogur HC IV,HC IV,Government,LANGO,4199,8.342601680684194,-0.2899924419610078,29883,0,0,2700.5545319911466,280.4894032340064,-5.53615539064613,4.36752619664375,-0.0020271069214849095,0.21231399542908644,-6.525436209071605e-4,0.20626053557182245,0.10247535786252593,0,0,0,0,Not hotspot,Not hotspot,2.1082183994539503e-6,4.2716914037259525e-5
HF2249,Obongi HC IV,HC IV,Government,WEST NILE,2821,7.944846711001996,-0.8102490591878316,12609,0,0,1139.487069366408,118.35126611710962,-6.350492857751209,5.713663734736422,0.01289270861862123,0.19805810701265186,-0.01668766660671157,0.1963266207937918,0.13318579542557962,0,0,0,0,Not hotspot,Not hotspot,3.604129700337014e-6,4.2686387226564945e-5
HF2278,Moyo HOSPITAL,General hospital,Government,WEST NILE,2142,7.669495251007694,-1.1704040039256955,12616,1861,724,1140.119665883623,118.4169698892422,6.201171683066506,1.5741021983877561,-0.023570839688969066,0.2422253811029881,0.027366287283420904,0.23670200995161234,0.9999591737743883,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.0014323845709649356,0.05163757974356328
HF2280,Tokora HC IV,HC IV,Government,Other,3870,8.261009786023827,-0.39671322823564775,3782,0,0,341.7828611582009,35.49880945791963,-3.850113859240662,4.947012823434196,-0.001473408737030592,0.21219577191097672,-3.8599398328953763e-4,0.20607501107510962,0.21820479829839068,0,0,0,0,Not hotspot,Not hotspot,0.024987986917999295,0.2598088762416407
HF2292,Nabilatuk HC IV,HC IV,Government,Other,3273,8.09346227450118,-0.6158624739111723,5048,0,0,456.1924598430984,47.381805960755756,-4.078131848654706,4.8516391032088775,-0.001551774898517962,0.2122099296854695,-4.183748344074083e-4,0.20609123197187604,0.20029503807248983,0,0,0,0,Not hotspot,Not hotspot,0.007165797175510354,0.08053685668546458
HF2305,Matany HOSPITAL,General hospital,PNFP,Other,3174,8.062747901086354,-0.6560363428280237,2347,19599,197,212.10057512911092,22.02953617073965,8.41515836374616,1.6095826181029476,0.012071805109838425,0.21821833674755375,-0.008353063274684012,0.21688189545872869,0.9999999143981736,1,1,0,0,Not hotspot,Not hotspot,0.43566069453593276,0.40806599691362005
HF2329,Nebbi Hospital,General hospital,Government,WEST NILE,6279,8.744966011114109,0.23629313935921634,32747,14033,580,2959.3768784631425,307.37163228939556,0.2941556821975886,1.1181444781561638,0.004602010544001495,0.211596343293599,-0.004630714956179005,0.2128926046056056,0.6037535529316664,0,0,0,0,Not hotspot,Not hotspot,0.001602349826087698,0.006137275934626812
HF2330,Angal St. Luke HOSPITAL,General hospital,PNFP,WEST NILE,5066,8.53030683056162,-0.04447735414372804,22447,11399,1041,2028.5562888466777,210.69322472287726,6.888322265216722,1.5922491924850062,0.0014041602483568037,0.2112690279161018,0.002016678550033092,0.20768363691441946,0.9999924133845135,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.0027702148363688748,0.023459928201742784
HF2353,Anaka HOSPITAL,General hospital,Government,ACHOLI,5069,8.53089883847235,-0.043703018041143245,10906,11399,1041,985.5853738210837,102.3664769825678,7.629697449008132,1.5979798499024014,0.0012396042846671105,0.21124120428970716,0.002568803194805863,0.20916027000058826,0.9999990996280486,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.011735403240459142,0.09937871001872549
HF2375,Orum HC IV,HC IV,Government,LANGO,2300,7.7406644019172415,-1.077315986112392,7819,0,0,706.6103097292365,73.39111347209771,-4.428791117786293,4.7171370166963955,-0.0016701715813104675,0.2122329535067563,-4.704033137169927e-4,0.20612100695614896,0.17389805629243038,0,0,0,0,Not hotspot,Not hotspot,1.2104536267368356e-4,0.001997987371543524
HF2376,Aber Ngo HOSPITAL,General hospital,PNFP,LANGO,7204,8.882391706295847,0.41604357051642077,20273,1861,724,1832.089884785882,190.28751034912867,6.017660660220691,1.5874347393885777,-0.005651338983321925,0.213296870097696,0.00895229679494355,0.21693679595168872,0.9999249210668942,1,1,0,0,Not hotspot,Not hotspot,5.547296925778389e-4,0.01999642164206893
HF2400,Anyeke HC IV,HC IV,Government,LANGO,5682,8.645058562414134,0.10561592534994595,34572,0,0,3124.303827594215,324.5015443096767,-5.659148769961428,4.33430660252058,-0.002065164595384919,0.21232364807600135,-6.74442391821681e-4,0.20628092698589204,0.0958333963085527,0,0,0,0,Not hotspot,Not hotspot,1.4050899482833256e-6,2.901307478743271e-5
HF2410,5Th  Military Division HOSPITAL,General hospital,Government,ACHOLI,3584,8.18423477409482,-0.4971336152534339,11325,0,0,1023.4507939229574,106.29931705736112,0.07889227953283445,1.428412562369925,-2.2232130859496135e-5,0.21087252603961695,6.37435090469112e-5,0.20448891053717916,0.5220226794136043,0,0,0,0,Not hotspot,Not hotspot,1.071172071031777e-6,4.856468519521476e-5
HF2428,Pajule HC IV,HC IV,Government,ACHOLI,5265,8.568836424568076,0.005918688065215962,12476,0,0,1127.4677355393217,117.1028944465905,-6.464767807117431,1.570952719874022,-0.005869986539223897,0.21340945119622456,0.0027965846028775716,0.20975498987389588,1.934309023043923e-5,0,0,0,0,Not hotspot,Not hotspot,2.8742328930014365e-8,5.540397242160329e-8
HF2445,Yumbe Hospital,General hospital,Government,WEST NILE,9433,9.151969458649853,0.7686466055743209,107529,334,724,9717.495842802799,1009.2944162349655,3.266163506502799,1.5338371811843803,-0.021531052471707092,0.18533355558873937,0.023854979686936617,0.18107828890741506,0.9833896957497275,1,1,0,0,Not hotspot,Not hotspot,3.5526232064932423e-6,7.104430324852237e-4
HF2448,Midigo HC IV,HC IV,Government,WEST NILE,9728,9.182763604205949,0.8089248150715023,30891,0,0,2791.648430470117,289.9507464210987,-4.457202244206024,3.027537696741632,-0.02286737885513581,0.2171134402089597,0.02183797417970308,0.21297255781884072,0.07048070809952134,0,0,0,0,Not hotspot,Not hotspot,2.567307489861762e-7,4.730233703268212e-6
HF2457,Nyapea HOSPITAL,General hospital,PNFP,WEST NILE,5735,8.65434302956347,0.11775984771432782,18179,2482,272,1642.8531552075447,170.63269622832388,-0.2941556450167975,1.118144478176927,-0.004601994199287397,0.2115963433240488,0.004630737669794664,0.21289260583344224,0.3962464598847367,0,0,0,0,Not hotspot,Not hotspot,9.197994861418544e-4,0.009327566616856261
HF2475,Nsiika HC IV,HC IV,Government,ANKOLE,1612,7.385230923066573,-1.5422168257015416,9079,0,0,820.4776828279497,85.21779245596306,-3.3688969883231086,3.181323895690258,-0.0043268559958538925,0.19443076391153255,0.0027101631408295557,0.1923304927703226,0.14480883844812964,0,0,0,0,Not hotspot,Not hotspot,0.001782719299541439,0.006871373366367972
HF2481,Buliisa Hospital,General hospital,Government,BUNYORO,891,6.792344427470809,-2.317702102088081,12101,1665,206,1093.5786364027997,113.58304951091628,5.732685120991341,1.5851642753628596,1.4296826483862812e-4,0.2111205513544112,0.002738942612696592,0.20962244886710077,0.999850670978552,1,1,0,0,Not hotspot,Not hotspot,0.0013927716963818264,0.01599446882711012
HF2490,Bundibugyo Hospital,General hospital,Government,TORO,3937,8.278174290943738,-0.3742623528307692,17047,13471,1315,1540.5532612807642,160.00745764916866,7.0142582387381,1.5601975979176708,-0.007033046823872244,0.2697904872139066,0.01082728684902794,0.2736854282297914,0.9999965337412622,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.005676273984863808,0.05137481773508059
HF2494,Busaru HC IV,HC IV,PNFP,TORO,5542,8.620110725422924,0.07298458628573938,17538,0,0,1584.9253884168502,164.6161079516114,-3.7075683604855403,3.036901320927644,-0.01146964446489284,0.32761111065175796,0.010115223735043189,0.3297210735926421,0.11107344293949906,0,0,0,0,Not hotspot,Not hotspot,5.420054226874031e-6,1.0768355274224129e-4
HF2501,Kikyo HC IV,HC IV,Government,TORO,2201,7.696667081526462,-1.1348637198134708,4903,0,0,443.0886748436433,46.02079925229506,-2.62825230088517,3.0106775410801765,-0.0059070637205833835,0.21288717863636972,0.004846190664464233,0.2135936367320295,0.19133780232800413,0,0,0,0,Not hotspot,Not hotspot,1.28494412876616e-4,8.428084854246887e-4
HF2508,Bushenyi HC IV,HC IV,Government,ANKOLE,3789,8.239857411018601,-0.42438016870234924,9958,0,0,899.9137312039567,93.46830898518341,-1.7696609124046276,2.1116209196424145,0.0023490719683663137,0.12946201760662496,-0.003399963783650041,0.13138003932555178,0.20099905057108847,0,0,0,0,Not hotspot,Not hotspot,4.1719047532512367e-7,9.133467049010177e-7
HF2512,Kiu Teaching HOSPITAL,General hospital,PNFP,ANKOLE,6439,8.770128527538184,0.26920527540660044,15960,745,43,1442.3200592503665,149.80460046229436,4.39053613936247,1.551075819952864,0.007509375653974775,0.19932628660164448,-0.005702992519093245,0.20001997447437436,0.99767724597905,1,1,0,0,Not hotspot,Not hotspot,3.5833694780105797e-4,0.0019393019793905722
HF2513,Ishaka Adventist HOSPITAL,General hospital,PNFP,ANKOLE,6439,8.770128527538184,0.26920527540660044,6376,1281,16,576.2050562519008,59.846750159623355,4.7670136011715565,1.542762363590439,0.008735414921174413,0.17309317947961594,-0.0068194988460784246,0.1725490240602395,0.9989989508101976,1,1,0,0,Not hotspot,Not hotspot,0.0038582923498683736,0.004737086174292241
HF2521,Kyabugimbi HC IV,HC IV,Government,ANKOLE,5804,8.666302614004078,0.1334027772030031,10825,0,0,978.265328407595,101.60619047646217,-3.299448861513232,2.794497155908728,-0.0023891861660063685,0.1561784089414244,7.419017110858576e-4,0.15155338616880856,0.11886195126819366,0,0,0,0,Not hotspot,Not hotspot,3.9273959435058626e-6,1.0290477329478635e-5
HF2522,Comboni HOSPITAL,General hospital,PNFP,ANKOLE,6593,8.7937637591133,0.3001197493010879,11275,2092,100,1018.9322473714212,105.83000439927123,5.4818331563079195,1.556458855121094,0.0104459168064802,0.21288861617969315,-0.008228932674700162,0.21227679082484832,0.9997858401786731,1,1,0,0,Not hotspot,Not hotspot,0.002015346760712704,0.008975954561254206
HF2528,Hunter Foundation HC,General hospital,PFP,ANKOLE,3797,8.241966560231802,-0.42162143803013863,5756,0,0,520.1750790128515,54.02727319930867,-2.444319000878149,2.7016179331478285,-5.72363739796613e-4,0.1466342451600712,-7.069219229621924e-4,0.14278190587379488,0.1827959635721047,0,0,0,0,Not hotspot,Not hotspot,4.034840226628801e-6,1.3178846103701388e-4
HF2565,Azur HC III,HC IV,PNFP,BUNYORO,12929,9.467228129254554,1.1809994911995434,33385,0,0,3017.0335324607445,313.36006180662264,-5.629624947474448,4.342194017044783,-0.002056057890049305,0.21232132080010443,-6.691554556145226e-4,0.20627593420658039,0.09740281336582846,0,0,0,0,Not hotspot,Not hotspot,1.3473132663687308e-5,2.0591602988828095e-4
HF2566,Hoima REGIONAL REF HOSPITAL,Hospital,Government,BUNYORO,6683,8.80732226751107,0.3178540436564827,18722,14128,1777,1691.9245707572281,175.72943169518012,7.490893501689143,1.5967972431419701,-3.3102761255188434e-4,0.2111360699085944,0.004142726359155954,0.21323201604208655,0.9999986419563034,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.00493557863358221,0.05755442796731805
HF2570,Kigorobya HC IV,HC IV,Government,BUNYORO,2435,7.79770203551669,-1.0027117483959365,25853,0,0,2336.3596799373263,242.6628029919609,-5.225558073349851,3.1598033496255535,-0.0031942860648904448,0.27113821512689495,5.877997055400505e-4,0.26266238038096734,0.049088088900977045,0,0,0,0,Not hotspot,Not hotspot,1.1213894738259288e-4,0.001526315506491692
HF2578,Kikuube HC IV,HC IV,Government,BUNYORO,13506,9.510889310134788,1.238107560237695,19268,0,0,1741.2670991000039,180.8543259215218,-5.99090891144481,5.311278563013894,0.03971484122031498,0.35331168720131817,-0.042855814398691044,0.3425398532450667,0.1296684402869075,0,0,0,0,Not hotspot,Not hotspot,0.001179138024156965,0.008586303166851618
HF2586,Kyangwali HC IV,HC IV,Government,BUNYORO,13650,9.521494800613105,1.2519793582561818,27097,0,0,2448.7811181395477,254.33930192523746,-4.333480326137584,3.1989486616560145,0.040640033180807396,0.3568847330072191,-0.04291648288120163,0.34553849392134345,0.08776332586493785,0,0,0,0,Not hotspot,Not hotspot,3.303145438216261e-6,3.9154590099714384e-5
HF2594,Ibanda HOSPITAL,General hospital,PNFP,ANKOLE,6544,8.786303878282583,0.2903623542671421,9482,4306,137,856.8971680333318,89.00045248016761,6.320291632291987,1.5904976306705263,0.025863989044564686,0.33732637504244534,-0.02391410911168127,0.331205900616779,0.9999646299155117,1,1,0,0,Not hotspot,Not hotspot,0.00586470961060077,0.017383296298801563
HF2601,Ishongororo HC IV,HC IV,Government,ANKOLE,12201,9.409273194575334,1.105195439544568,29704,4936,1,2684.378135336647,278.80926391804456,2.354632279714571,1.6425770810448836,0.029636402146729673,0.2603713758295203,-0.029477888180790106,0.25354103598123456,0.9241423296434489,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,6.848518446771806e-4,3.4631548422993495e-5
HF2622,Ruhoko HC IV,HC IV,Government,ANKOLE,2932,7.983440063006542,-0.7597696226207117,33949,0,0,3068.0027375620734,318.6539085898766,-4.05452367197263,2.7885184170149935,0.0085247429725283,0.22762738797857152,-0.01102299470567163,0.22928472284870005,0.07297226357092557,0,0,0,0,Not hotspot,Not hotspot,2.844302008061026e-7,5.694901920298291e-6
HF2652,Kabuyanda HC IV,HC IV,Government,ANKOLE,3189,8.067462667010057,-0.6498695105884621,49953,0,0,4514.299117777792,468.87150419129006,-5.971725052984411,4.253986506112603,-0.002160468429096911,0.21234866237370362,-7.315861763110167e-4,0.20633770242851604,0.08018994935761015,0,0,0,0,Not hotspot,Not hotspot,2.792998083509482e-6,4.3370852582172586e-5
HF2673,Nyamuyanja HC IV,HC IV,Government,ANKOLE,5356,8.585972706811063,0.0283326486970686,3990,0,0,360.5800148125916,37.45115011557359,-1.8204560924839042,2.89664317921624,-0.022890752035808103,0.30143781892248767,0.02298172062593295,0.29706233649387037,0.2648477353925396,0,0,0,0,Not hotspot,Not hotspot,0.33501913814524154,2.2917296387353043
HF2677,Rugaaga HC IV,HC IV,Government,ANKOLE,5126,8.542080906924017,-0.029077066011150125,39320,0,0,3553.3850081280957,369.0674743218931,-5.768123046903239,4.305654464026939,-0.002098621003874971,0.21233229252226943,-6.941221749051618e-4,0.20629990044873656,0.09017757653172076,0,0,0,0,Not hotspot,Not hotspot,6.144712074898896e-6,9.084124807006294e-5
