catchment_id,area_index,catchment_population,malaria_cases,scd_cases,expected_malaria_cases,expected_scd_cases,shared_mean,shared_sd,malaria_spatial_mean,malaria_spatial_sd,scd_spatial_mean,scd_spatial_sd,exceed_prob_rr_gt1,hotspot_080,hotspot_090,robust_hotspot_005,robust_hotspot_010,hotspot_class_005,hotspot_class_010,rr_malaria,rr_scd
HF2376,188,20273,1861,724,1832.089884785882,190.28751034912867,6.017660660220691,1.5874347393885777,-0.005651338983321925,0.213296870097696,0.00895229679494355,0.21693679595168872,0.9999249210668942,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,5.546206766639207e-4,0.020003425850876763
HF2400,189,34572,0,0,3124.303827594215,324.5015443096767,-5.659148769961428,4.33430660252058,-0.002065164595384919,0.21232364807600135,-6.74442391821681e-4,0.20628092698589204,0.0958333963085527,0,0,0,0,Not hotspot,Not hotspot,1.9539845715188293e-5,0.0010276724832566128
HF2410,190,11325,0,0,1023.4507939229574,106.29931705736112,0.07889227953283445,1.428412562369925,-2.2232130859496135e-5,0.21087252603961695,6.37435090469112e-5,0.20448891053717916,0.5220226794136043,0,0,0,0,Not hotspot,Not hotspot,1.0339894221880158e-6,7.804235234785141e-5
HF2428,191,12476,0,0,1127.4677355393217,117.1028944465905,-6.464767807117431,1.570952719874022,-0.005869986539223897,0.21340945119622456,0.0027965846028775716,0.20975498987389588,1.934309023043923e-5,0,0,0,0,Not hotspot,Not hotspot,3.6254918812726076e-7,3.2063580527115693e-6
HF2445,192,107529,334,724,9717.495842802799,1009.2944162349655,3.266163506502799,1.5338371811843803,-0.021531052471707092,0.18533355558873937,0.023854979686936617,0.18107828890741506,0.9833896957497275,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,3.544661467318101e-6,7.108040638315959e-4
HF2448,193,30891,0,0,2791.648430470117,289.9507464210987,-4.457202244206024,3.027537696741632,-0.02286737885513581,0.2171134402089597,0.02183797417970308,0.21297255781884072,0.07048070809952134,0,0,0,0,Not hotspot,Not hotspot,5.824131636674251e-7,4.8475010950538076e-5
HF2457,194,18179,2482,272,1642.8531552075447,170.63269622832388,-0.2941556450167975,1.118144478176927,-0.004601994199287397,0.2115963433240488,0.004630737669794664,0.21289260583344224,0.3962464598847367,0,0,0,0,Not hotspot,Not hotspot,9.194078879877686e-4,0.009305401034147018
HF2475,195,9079,0,0,820.4776828279497,85.21779245596306,-3.3688969883231086,3.181323895690258,-0.0043268559958538925,0.19443076391153255,0.0027101631408295557,0.1923304927703226,0.14480883844812964,0,0,0,0,Not hotspot,Not hotspot,9.15855678720105e-6,8.115646103107673e-4
HF2481,196,12101,1665,206,1093.5786364027997,113.58304951091628,5.732685120991341,1.5851642753628596,1.4296826483862812e-4,0.2111205513544112,0.002738942612696592,0.20962244886710077,0.999850670978552,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.0013926552914697622,0.01600190857136714
HF2490,197,17047,13471,1315,1540.5532612807642,160.00745764916866,7.0142582387381,1.5601975979176708,-0.007033046823872244,0.2697904872139066,0.01082728684902794,0.2736854282297914,0.9999965337412622,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.005676227095951415,0.05137609707550174
HF2494,198,17538,0,0,1584.9253884168502,164.6161079516114,-3.7075683604855403,3.036901320927644,-0.01146964446489284,0.32761111065175796,0.010115223735043189,0.3297210735926421,0.11107344293949906,0,0,0,0,Not hotspot,Not hotspot,1.5977711333836212e-6,1.606330805325145e-4
HF2501,199,4903,0,0,443.0886748436433,46.02079925229506,-2.62825230088517,3.0106775410801765,-0.0059070637205833835,0.21288717863636972,0.004846190664464233,0.2135936367320295,0.19133780232800413,0,0,0,0,Not hotspot,Not hotspot,2.2531705040469306e-5,0.0018222879105312237
HF2508,200,9958,0,0,899.9137312039567,93.46830898518341,-1.7696609124046276,2.1116209196424145,0.0023490719683663137,0.12946201760662496,-0.003399963783650041,0.13138003932555178,0.20099905057108847,0,0,0,0,Not hotspot,Not hotspot,1.5248998853708866e-6,1.2538746407517827e-4
HF2512,201,15960,745,43,1442.3200592503665,149.80460046229436,4.39053613936247,1.551075819952864,0.007509375653974775,0.19932628660164448,-0.005702992519093245,0.20001997447437436,0.99767724597905,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,3.583415459048643e-4,0.0019433382159036057
HF2513,202,6376,1281,16,576.2050562519008,59.846750159623355,4.7670136011715565,1.542762363590439,0.008735414921174413,0.17309317947961594,-0.0068194988460784246,0.1725490240602395,0.9989989508101976,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.0038590951179528683,0.004669768917615956
HF2521,203,10825,0,0,978.265328407595,101.60619047646217,-3.299448861513232,2.794497155908728,-0.0023891861660063685,0.1561784089414244,7.419017110858576e-4,0.15155338616880856,0.11886195126819366,0,0,0,0,Not hotspot,Not hotspot,3.314498317931572e-6,2.5644482657394393e-4
HF2522,204,11275,2092,100,1018.9322473714212,105.83000439927123,5.4818331563079195,1.556458855121094,0.0104459168064802,0.21288861617969315,-0.008228932674700162,0.21227679082484832,0.9997858401786731,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.0020153702836195643,0.008978321906849626
HF2528,205,5756,0,0,520.1750790128515,54.02727319930867,-2.444319000878149,2.7016179331478285,-5.72363739796613e-4,0.1466342451600712,-7.069219229621924e-4,0.14278190587379488,0.1827959635721047,0,0,0,0,Not hotspot,Not hotspot,9.451299130483333e-6,7.832970220877291e-4
HF2565,206,33385,0,0,3017.0335324607445,313.36006180662264,-5.629624947474448,4.342194017044783,-0.002056057890049305,0.21232132080010443,-6.691554556145226e-4,0.20627593420658039,0.09740281336582846,0,0,0,0,Not hotspot,Not hotspot,2.155458833441045e-5,0.0011271754384853652
HF2566,207,18722,14128,1777,1691.9245707572281,175.72943169518012,7.490893501689143,1.5967972431419701,-3.3102761255188434e-4,0.2111360699085944,0.004142726359155954,0.21323201604208655,0.9999986419563034,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.004935534864564653,0.057557141268953727
HF2570,208,25853,0,0,2336.3596799373263,242.6628029919609,-5.225558073349851,3.1598033496255535,-0.0031942860648904448,0.27113821512689495,5.877997055400505e-4,0.26266238038096734,0.049088088900977045,0,0,0,0,Not hotspot,Not hotspot,2.0084278179173656e-6,6.861972507787218e-5
HF2578,209,19268,0,0,1741.2670991000039,180.8543259215218,-5.99090891144481,5.311278563013894,0.03971484122031498,0.35331168720131817,-0.042855814398691044,0.3425398532450667,0.1296684402869075,0,0,0,0,Not hotspot,Not hotspot,0.004222603237424806,0.06544068812293076
HF2586,210,27097,0,0,2448.7811181395477,254.33930192523746,-4.333480326137584,3.1989486616560145,0.040640033180807396,0.3568847330072191,-0.04291648288120163,0.34553849392134345,0.08776332586493785,0,0,0,0,Not hotspot,Not hotspot,9.124326473573037e-7,9.684565411471405e-5
HF2594,211,9482,4306,137,856.8971680333318,89.00045248016761,6.320291632291987,1.5904976306705263,0.025863989044564686,0.33732637504244534,-0.02391410911168127,0.331205900616779,0.9999646299155117,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.0058648453749347565,0.017375201830929648
HF2601,212,29704,4936,1,2684.378135336647,278.80926391804456,2.354632279714571,1.6425770810448836,0.029636402146729673,0.2603713758295203,-0.029477888180790106,0.25354103598123456,0.9241423296434489,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,6.849801748026876e-4,2.8275066505224538e-5
HF2622,213,33949,0,0,3068.0027375620734,318.6539085898766,-4.05452367197263,2.7885184170149935,0.0085247429725283,0.22762738797857152,-0.01102299470567163,0.22928472284870005,0.07297226357092557,0,0,0,0,Not hotspot,Not hotspot,2.7177257520543437e-7,2.7578532168719918e-5
HF2652,214,49953,0,0,4514.299117777792,468.87150419129006,-5.971725052984411,4.253986506112603,-0.002160468429096911,0.21234866237370362,-7.315861763110167e-4,0.20633770242851604,0.08018994935761015,0,0,0,0,Not hotspot,Not hotspot,7.042966391183521e-6,3.919037658789188e-4
HF2673,215,3990,0,0,360.5800148125916,37.45115011557359,-1.8204560924839042,2.89664317921624,-0.022890752035808103,0.30143781892248767,0.02298172062593295,0.29706233649387037,0.2648477353925396,0,0,0,0,Not hotspot,Not hotspot,2.099466572492472e-5,0.002452180142726692
HF2677,216,39320,0,0,3553.3850081280957,369.0674743218931,-5.768123046903239,4.305654464026939,-0.002098621003874971,0.21233229252226943,-6.941221749051618e-4,0.20629990044873656,0.09017757653172076,0,0,0,0,Not hotspot,Not hotspot,1.3638870704422544e-5,7.321742301354807e-4
HF2695,217,13838,0,0,1250.5529436031686,129.88697125295923,-2.8806481700518116,2.589386929417553,-0.02757435195391869,0.23172072110588915,0.0267201648078619,0.225595418013894,0.13296533157924573,0,0,0,0,Not hotspot,Not hotspot,1.2443307626154038e-6,1.181541800213801e-4
HF2705,218,36682,1268,34,3314.986492069044,344.3065384810703,3.422578829544673,1.5586736031611566,-0.02568065770827874,0.284146098812585,0.028249201354282594,0.2785494666342429,0.9859478644865125,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,1.1541701538308699e-4,2.9245732609110197e-4
HF2708,219,10418,0,19,941.4843594780901,97.78598543961044,1.1802320882161177,1.654994330109713,-0.04605204808867329,0.28700454265405484,0.04872515989812476,0.28229004876942404,0.7621184596043153,0,0,0,0,Not hotspot,Not hotspot,1.3504668047203476e-6,0.0019798366931100177
HF2734,220,18187,0,0,1643.5761226557904,170.70778625361825,-3.0504093993986943,2.625704900250399,-0.038661653506259046,0.30157017950185383,0.03798124439315073,0.2935458273348923,0.1226687675432927,0,0,0,0,Not hotspot,Not hotspot,7.155875906519388e-7,7.271321023144612e-5
HF2749,221,18606,0,0,1681.4415427576641,174.64062632841157,-2.9852972305847874,2.507848139705086,-0.022719083459181767,0.231212806399505,0.022132767074342412,0.2266668213780677,0.11694814645713802,0,0,0,0,Not hotspot,Not hotspot,6.084297485160469e-7,5.7956101450196055e-5
HF2753,222,22905,0,0,2069.9461752587495,214.99212867098072,-3.2821765463808625,2.379345241068075,-8.227500818286603e-4,0.14663847902501786,-7.673714070172569e-4,0.1425538994642752,0.0838787543289573,0,0,0,0,Not hotspot,Not hotspot,3.745917608515308e-7,3.108047128394296e-5
HF2761,223,3648,0,0,329.67315640008377,34.24105153423871,-1.601695249271459,2.6581652557040996,5.30202460125582e-4,0.1980717686835452,-0.001311006316357601,0.19327276892967837,0.2734018208726092,0,0,0,0,Not hotspot,Not hotspot,1.9021560547466293e-5,0.0018407872875504591
HF2778,224,33303,0,0,3009.623116116225,312.5903890473552,-3.713775443640309,2.3780823731514062,2.5235706154755734e-4,0.13491555872089225,-0.002110789248423265,0.13481087179152645,0.059183095639574024,0,0,0,0,Not hotspot,Not hotspot,1.7993565680136853e-7,1.466707002056074e-5
HF2791,225,8402,3771,31,759.2965625201491,78.86329906542589,4.824444994233643,1.5076248344466163,0.004729460065267902,0.15373806210728774,-0.002522210713335379,0.15176201450631835,0.9993129340481619,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.006541080546499865,0.005086403976048324
HF2801,226,15455,16513,179,1396.6827390798505,145.06454261558642,5.773919540087328,1.4907650109248278,0.004216287902868663,0.14998958201136722,-0.0015100555222011844,0.1457693797821014,0.99994627570423,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.008465145438572026,0.008532626670232064
HF2806,227,16826,9429,1200,1520.581285522974,157.93309570041131,7.112381782519801,1.5529131569203911,0.0023945756660475456,0.19732324112255228,0.0010721105020994744,0.19156328391045827,0.9999976754032476,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.004078204678614312,0.04812578735571917
HF2819,228,52231,0,0,4720.164098665783,490.2533888938657,-4.978450880407949,3.2006731074586057,0.016344257944581476,0.33415403552832207,-0.01961796458150367,0.3336275693715618,0.05992080928602306,0,0,0,0,Not hotspot,Not hotspot,2.4926165179923393e-7,2.7138982598335837e-5
HF2830,229,30916,0,0,2793.907703745885,290.1854027501436,-3.384009621366399,2.3976016771372066,0.019300995077242217,0.26108063888963307,-0.021922697238726647,0.2568729287366862,0.07906122425297268,0,0,0,0,Not hotspot,Not hotspot,1.9732284720947538e-7,1.8075112251587212e-5
HF2836,230,13918,6342,142,1257.7826180856266,130.63787150590306,6.123446020715148,1.601029248915087,0.05830722123312859,0.41727633804761893,-0.05638553142207359,0.40526535700376165,0.9999345325388269,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.004009038221590221,0.008359652102942127
HF2837,231,7996,1828,30,722.6059645216749,75.05248028173594,5.2285493457111425,1.6003721652965266,0.06005830686470085,0.4175301480741036,-0.058988264744984885,0.406535274793218,0.9994566916926723,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.003501483384702643,0.005453249343520719
HF2843,232,27369,0,0,2473.3620113799047,256.8923627852465,-3.0374400299493822,2.398289257106215,0.05050634488548604,0.3589929495492617,-0.053522173417507826,0.3506578822283625,0.10266656599843382,0,0,0,0,Not hotspot,Not hotspot,2.3773317589435324e-7,2.3093897510423078e-5
HF2874,233,10419,2844,100,941.5747304091208,97.79537169277224,5.546270203655639,1.5521902141314354,0.006137548780705206,0.2814902352618221,-0.0035792127493486908,0.27595740332939683,0.9998236705078667,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.003208285833656905,0.01051370425654327
HF2879,234,17100,0,0,1545.3429206253927,160.50492906674395,-5.5197265149978,3.9913705567820634,-4.953850359795554e-4,0.20286629091866393,-0.0022614695680154293,0.20016571304741235,0.08334545361467371,0,0,0,0,Not hotspot,Not hotspot,5.6458551197305105e-5,0.001015873020350844
HF2886,235,24853,0,0,2245.9887489066014,233.276549830163,-4.163825313298129,2.763346662777122,0.0010158876706820258,0.24165444397679028,-0.003124935942952441,0.23879236578727056,0.06593028922558175,0,0,0,0,Not hotspot,Not hotspot,6.136803656272929e-7,4.481227548003952e-5
HF2891,236,53557,5434,387,4839.995953212524,502.6995605864097,5.037554756779104,1.5489183028705533,0.005205044467753885,0.29265636306846754,-0.0028592910564455426,0.28526444344403673,0.9994276344552963,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,2.3198719710141688e-4,0.0015334044514261778
HF2900,237,11614,0,0,1049.567992990837,109.01194422112071,-5.2603264012996895,4.101299238290097,-7.097351679008186e-4,0.166677429761065,-0.0019083261632956213,0.1649498866777451,0.0998161251665376,0,0,0,0,Not hotspot,Not hotspot,1.8450543660365247e-4,0.002795218523319248
HF2916,238,2703,0,0,244.2726265760489,25.371042296339702,-2.5170146386570305,3.306997152662956,0.0016431564814143587,0.2805670610529035,-0.0029426503332718942,0.2753871300600791,0.22329333301520127,0,0,0,0,Not hotspot,Not hotspot,1.6726731099883072e-4,0.010203671412012312
HF2927,239,103509,5434,387,9354.204700059285,971.561678524538,3.4910677433269672,1.492080122688273,0.043824043554618386,0.3077299598783338,-0.04296704477620651,0.2983593189532681,0.9903512113575157,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,6.210528784822335e-5,4.1028430476958095e-4
HF2931,240,72717,0,0,6571.502991761209,682.5401711664573,-5.301046590227715,2.859169915334455,0.040307337777938,0.3029216590081885,-0.04392538643938049,0.2951058953227042,0.03186593825264128,0,0,0,0,Not hotspot,Not hotspot,8.168927993761927e-8,6.488226861936857e-6
HF2932,241,47889,0,0,4327.773516130376,449.49827766533923,-5.265684737548723,2.742463780148304,0.04042785432922545,0.26770322418374193,-0.04429391906564249,0.2613441107072118,0.02742539696890478,0,0,0,0,Not hotspot,Not hotspot,2.0089175381614862e-7,1.0205253440909606e-5
HF2937,242,36257,0,0,3276.578846380986,340.3173808873062,-4.7801690910160195,2.9295056567437365,0.040936811374629734,0.28894963573434096,-0.04448463709335757,0.2818880283173766,0.05136794311728099,0,0,0,0,Not hotspot,Not hotspot,3.9841927833404165e-7,2.828577754657783e-5
HF2983,243,12289,0,0,1110.568371436576,115.34766510533429,-4.797047092300187,4.589534241601734,-0.001791731285090749,0.21225861001902377,-5.279660738290921e-4,0.20615922313945156,0.14796195414333535,0,0,0,0,Not hotspot,Not hotspot,3.9686336834958544e-4,0.017108961451189196
HF2984,244,4819,1527,4,435.4975166370624,45.23235398670404,4.351959004645402,1.5976387159566257,0.0499892262491199,0.33657376772209197,-0.04998470948886773,0.329757642482996,0.9967751205400573,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.008051984596799636,0.0023966677784259143
HF2991,245,4409,0,0,398.4454349144653,41.3839901903669,-2.7953957893278436,3.4480695286024337,0.04456468481105098,0.40272618437932584,-0.046982984080695685,0.3924093026859922,0.2087651699274875,0,0,0,0,Not hotspot,Not hotspot,6.290449280663681e-5,0.0060839180520514185
HF3019,246,45503,11157,727,4112.148474691066,427.10267762128944,6.048352834416236,1.547025034452012,0.00635622857085016,0.2717095751473859,-0.003463613390889006,0.26721349994482513,0.9999537882926807,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,6.598230249577945e-4,0.003988331750189883
HF3033,247,10245,0,0,925.8501884097747,96.1621636426194,-2.968845128447959,2.2987004494436674,6.771997440677901e-4,0.21160246195987942,-0.0022144532462057376,0.20880526759507204,0.09825963769677493,0,0,0,0,Not hotspot,Not hotspot,2.0321715256152243e-6,1.2761322277701935e-4
HF3034,248,23176,2628,711,2094.436697568076,217.53580327782794,6.388949554160315,1.497640966828605,-0.0012778712104062641,0.2111077010833834,0.0046001431709276576,0.2139710647575322,0.9999900499536192,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,5.992348623619756e-4,0.015034209193158106
HF3036,249,16320,0,0,1474.8535944214273,153.1836516005416,-3.4200586543523523,2.2958894422865908,5.993618682230735e-4,0.21159251865880202,-0.0023622766939842238,0.209198872335478,0.06815889177728351,0,0,0,0,Not hotspot,Not hotspot,7.955795159205548e-7,5.06677518571553e-5
HF3047,250,70531,0,0,6373.952136528045,662.0218217547671,-5.601586581249265,3.0005051826215228,0.04129883899979369,0.28068468343484937,-0.04535927024144567,0.27421616468554894,0.030959093025964224,0,0,0,0,Not hotspot,Not hotspot,1.2922151736490228e-7,8.400817896243064e-6
HF3083,251,36153,0,0,3267.180269553791,339.3412105584792,-3.6685121217600214,2.546011229226613,0.042557936602905376,0.34031006713244344,-0.04485843589246076,0.3299274240931541,0.07480843563433481,0,0,0,0,Not hotspot,Not hotspot,1.6277150857874734e-7,1.6191419139255172e-5
HF3085,252,84598,10855,217,7645.200023337249,794.058244981778,4.390881147360072,1.557775554729622,0.04685432521050196,0.3403451111339409,-0.04534846627764821,0.32955315124742557,0.9975889716164473,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,1.85722080861657e-4,3.4512836354616495e-4
HF3103,253,17367,0,0,1569.4719592105962,163.01105866094397,-3.99006268458402,2.753084940272422,-0.0030871429801815346,0.19206042277104263,0.0011476939552063623,0.18668921409156292,0.07362606489878332,0,0,0,0,Not hotspot,Not hotspot,1.3779172975366489e-6,8.479078751297811e-5
HF3109,254,26630,4401,661,2406.5778933481993,249.95592169867786,5.985483293863428,1.5187124250722666,-2.349127709593584e-4,0.15649491361863685,0.003233181931972331,0.1584689102678376,0.9999594551461451,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,7.599791582032411e-4,0.010586164513767518
HF3118,255,10598,0,0,957.7511270636205,99.47551100873406,-2.8182298951969926,2.5883419324176806,1.6791021646274918e-4,0.19164038569243655,-0.0014954923544355512,0.18784261174361405,0.13811736507719374,0,0,0,0,Not hotspot,Not hotspot,2.2571508425832783e-6,1.9329029197756763e-4
HF3137,256,13976,0,0,1263.0241320854086,131.18227418928734,-3.0330332581959643,2.6472198750903053,-0.016737400320239484,0.1815243054271177,0.015989531991417477,0.1783787746969268,0.12595078302671536,0,0,0,0,Not hotspot,Not hotspot,1.3458389588151468e-6,1.2671068924997083e-4
HF3141,257,439,1447,424,39.67283872248815,4.120565138029274,9.544625710804423,1.5743394621523548,-0.02852109363710593,0.22969245108776268,0.03462950430834712,0.2262031514742728,0.999999999330401,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.9197335479244174,24.98958811605423
HF3145,258,13500,0,0,1220.0075689147836,126.71441768427154,-2.8950345897797423,2.694323180853786,-0.03189280670329199,0.264530698149316,0.03125169412212619,0.2575817856140244,0.14130062486178707,0,0,0,0,Not hotspot,Not hotspot,1.4443917504840673e-6,1.4810392835461488e-4
HF3146,259,2071,78,8,187.15819816463087,19.438930298083434,4.488995372772502,1.5309477813839438,-0.028215110627404266,0.22631354158103434,0.03151960594734462,0.22173988067858522,0.9983169744193958,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.0022411093070425015,0.02263102536960578
HF3149,260,5362,189,295,484.56893218674594,50.32908945356029,5.726714439678644,1.4961344997868744,-0.023768191234922072,0.1767797838577761,0.027727400248691397,0.17407801319461735,0.9999353199132589,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,8.080087403622196e-4,0.1165102792436183
HF3153,261,8864,0,0,801.0479326563438,83.19974802617651,-1.5089955674479965,2.2240308490976126,-0.030476891984878546,0.22682962107610735,0.030798259472700585,0.22165720594566063,0.24872869620012694,0,0,0,0,Not hotspot,Not hotspot,1.989800780215622e-6,1.779305031338921e-4
HF3171,262,27126,3398,101,2451.4018751394387,254.61150326692962,4.823145672107548,1.5369885995479744,-0.01812042807524727,0.21021061957420673,0.02118687965575621,0.2064532330114876,0.9991496180407057,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,5.655089855600291e-4,0.0015678367090103786
HF3186,263,17676,0,0,1597.3965768990902,165.91141088793952,-3.113692491549514,2.5780899005831395,-0.019474452607369113,0.18366416294879212,0.018739896552716313,0.18008659486448453,0.11357139020143803,0,0,0,0,Not hotspot,Not hotspot,7.517979336967619e-7,7.164887765483034e-5
HF3188,264,43122,0,0,3896.975287906911,404.75400884304867,-3.9974453560107683,2.5580007055169593,-0.008271531576186777,0.16921716386638633,0.006541136401854772,0.16891808520608162,0.05905893536971418,0,0,0,0,Not hotspot,Not hotspot,1.2364908428809204e-7,1.1667004772437193e-5
HF3207,265,26197,0,0,2367.4472802118953,245.89167407961938,-2.9166328495358234,2.297053218110476,0.0031552001751248967,0.14112681321210468,-0.004808644792448698,0.14376159832116428,0.10209076295454456,0,0,0,0,Not hotspot,Not hotspot,2.4583434709858396e-7,2.212082593577824e-5
HF3214,266,6196,0,0,559.9382886663703,58.15722459049974,-2.9147211073711907,3.2121774891433996,3.502636069411701e-4,0.2337904802364949,-0.0018065894026396004,0.22891070592257645,0.18209837440140508,0,0,0,0,Not hotspot,Not hotspot,1.918425684659762e-5,0.0017920145561279943
HF3222,267,11456,15823,629,1035.2893858879822,107.52891622155664,7.596654448157485,1.5910372843105771,-0.002148891251412009,0.25975991591710357,0.005993885412286239,0.2634007497209141,0.9999990999229582,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.01476307469125101,0.0544513610988974
HF3226,268,31784,0,0,2872.3496718805545,298.3326704945842,-3.2206801556208138,2.3289521488751816,-0.0077843835676133935,0.1620321232400034,0.006439505392116101,0.16199293755849944,0.0833495935600228,0,0,0,0,Not hotspot,Not hotspot,1.7348478995474046e-7,1.5647059006041126e-5
HF3236,269,24292,957,2,2195.290656598365,228.0108618063944,1.9544767869741135,1.5284154077520844,0.0022160650245751793,0.12517141779595214,-0.0014339709958899843,0.12306833946577525,0.89950924273975,1,0,0,0,Bayesian hotspot only,Bayesian hotspot only,1.9858960412771066e-4,5.637579410728176e-5
HF3241,270,12615,0,0,1140.0292949525922,118.4075836360804,-2.7740822137760643,2.5821685174739555,-0.006675634254377714,0.1676534773687944,0.0054668810131452425,0.1685091433031336,0.14133904067315517,0,0,0,0,Not hotspot,Not hotspot,1.4725952236886014e-6,1.402158428811232e-4
HF3255,271,21068,0,0,1903.9347749553083,197.749581612758,-3.3630726790626895,2.696325508005268,0.012185469819779282,0.24826354334548673,-0.014441526637306724,0.24778327282695845,0.10614743772461832,0,0,0,0,Not hotspot,Not hotspot,5.895378166210636e-7,6.117725290618748e-5
HF3264,272,14470,0,0,1307.6673720145866,135.8190832512155,-3.706459694646251,3.0889569766724874,0.02122710707555929,0.23314592091077865,-0.023717527086213126,0.22858615820194988,0.11508781882707309,0,0,0,0,Not hotspot,Not hotspot,2.818404830927508e-6,2.6496665694129753e-4
HF3271,273,16976,0,0,1534.1369251775827,159.341033674681,-3.0224898806555114,2.413502462404667,0.004389756872922409,0.13547600998433443,-0.00610478252392023,0.13723311589875065,0.10522570051607072,0,0,0,0,Not hotspot,Not hotspot,7.071080458497624e-7,6.0114322827528904e-5
HF3291,274,12078,0,0,1091.5001049890932,113.36716568819493,-3.0649793165400623,2.830138729828457,-0.0044079373980694045,0.18938948953497248,0.0029630842809578125,0.18803205291651542,0.13940898938391388,0,0,0,0,Not hotspot,Not hotspot,2.2976545440050613e-6,2.335751762059724e-4
HF3308,275,26761,672,9,2418.4164853132243,251.18552086287337,2.452551013178797,1.5096546888083078,-0.00882062562184464,0.16421930077120273,0.010249936815167433,0.16343443202629618,0.9478736908036205,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,1.1493493515794402e-4,1.5373326597709408e-4
HF3330,276,15918,0,0,1438.524480147076,149.41037782949883,-3.2278552390275403,2.6812163619124663,0.041201949755220256,0.29957833273307966,-0.04412484264847484,0.2930690907237489,0.11431852322753866,0,0,0,0,Not hotspot,Not hotspot,1.0681036869545392e-6,1.0330396208463841e-4
HF3331,277,5154,828,4,465.7717785323552,48.37674879590634,4.160048951349219,1.61658911682086,0.056924623497901033,0.36932225612163766,-0.0569550389709809,0.3614841833255386,0.9949640293535472,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.003817629269969503,0.002082763813555118
HF3339,278,29106,0,0,2630.3363185802737,273.19628452728944,-3.5614509626728816,2.2832000829111174,-0.0037569628388337364,0.12598165981493334,0.002038736138483656,0.12463422688128453,0.05939759828040969,0,0,0,0,Not hotspot,Not hotspot,2.2095100781400947e-7,1.7167661941510753e-5
HF3353,279,16796,2124,5,1517.8701575920522,157.65150810555738,2.922741263450575,1.508790168662199,0.005487426884663917,0.12200063569980683,-0.004372257813217407,0.12210955935081806,0.9736360246735805,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,9.219156756901832e-4,2.350239967209622e-4
HF3362,280,3052,0,0,275.81208150577186,28.646844649807164,-2.4593834657173197,3.329776213672827,-0.0126716963689712,0.193919848245045,0.011928285842636822,0.19192125955865735,0.23007398123622824,0,0,0,0,Not hotspot,Not hotspot,1.1937447256711783e-4,0.009670771182406042
