parameter,mean,sd,0.025quant,0.5quant,0.975quant,mode
Precision for shared_main,0.02695139788846013,0.004641101810255591,0.018786212486119155,0.026619847801849422,0.037011618727900215,0.0260810319103858
Precision for spatial_malaria,670.0172918544833,6018.25070566969,4.390270205190475,52.27184962644855,4262.569743670326,8.327105659043337
Precision for spatial_scd,204.73347750955398,930.914553856312,3.7615488553241305,45.619771037790244,1375.150555350321,8.383088380525002
Precision for iid_malaria,0.3349825649519378,0.05785366422020685,0.2281922438888396,0.3323813041045269,0.4547421515393282,0.3327359499797872
Precision for iid_scd,8.53638843539326,17.777041363941937,0.8326523745854192,3.9448269213715577,46.600354204043285,1.5636498070506648
Beta for shared_scd,0.03152672173743967,0.05036629361855195,-0.06042986625115692,0.029407867210505513,0.13747149484029203,0.018813598617026337
