pop_min,pop_q1,pop_med,pop_q3,pop_max,malaria_cases_min,malaria_cases_q1,malaria_cases_med,malaria_cases_q3,malaria_cases_max,scd_cases_min,scd_cases_q1,scd_cases_med,scd_cases_q3,scd_cases_max,malaria_deaths_min,malaria_deaths_q1,malaria_deaths_med,malaria_deaths_q3,malaria_deaths_max,scd_deaths_min,scd_deaths_q1,scd_deaths_med,scd_deaths_q3,scd_deaths_max
376,11243.5,20589.5,33835.75,107529,0,0,0,2453.5,22896,0,0,0,161,4585,0,0,0,18,679,0,0,0,3,74
