catchment_id,area_index,catchment_population,malaria_cases,scd_cases,expected_malaria_cases,expected_scd_cases,cases_cluster_005,cases_cluster_010,shared_mean,shared_sd,exceed_prob_rr_gt1,hotspot_080,hotspot_090,robust_hotspot_005,robust_hotspot_010,hotspot_class_005,hotspot_class_010,rr_malaria,rr_scd
HF1234,95,43021,2139,78,3887.847823872808,403.8059972737071,Not significant,Not significant,3.926636555438006,0.554701797428148,0.9999999999992731,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,1.4152697406572055e-4,4.8251227590773757e-4
HF1246,96,4118,0,0,372.1474939845244,38.65259052028372,Not significant,Not significant,-3.0551163767606018,3.4043494259016507,0.1847485882950517,0,0,0,0,Not hotspot,Not hotspot,9.23090685631178e-5,0.001530396707680426
HF1249,97,27547,0,0,2489.4480371033737,258.56311584804655,Not significant,Not significant,-4.4960580445906455,3.022307608022936,0.0684250091850549,0,0,0,0,Not hotspot,Not hotspot,7.612425328695148e-7,1.6210229942110117e-5
HF1250,98,38980,3224,54,3522.6588915776492,365.8761482468818,Not significant,Not significant,3.690953683345791,0.5637003577344132,0.9999999999707895,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,2.598075974510019e-4,4.10321488328029e-4
HF1269,99,14944,0,0,1350.50319332315,140.2681672499077,Not significant,Not significant,-4.080768147907293,3.184178995145285,0.09999566953205485,0,0,0,0,Not hotspot,Not hotspot,3.826962315930455e-6,7.421348153710234e-5
HF1276,100,20124,6090,864,1818.624616062304,188.88895862802076,Not significant,Not significant,7.053929632003019,0.5602365440202174,1,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.001841529444816489,0.02422052978813331
HF1281,101,43229,0,0,3906.6449775271985,405.75833793136104,Not significant,Not significant,-4.90620259361475,2.9927518865360083,0.05056898446711178,0,0,0,0,Not hotspot,Not hotspot,2.881003320547491e-7,6.303410509906836e-6
HF1312,102,38659,1382,17,3493.6498227167867,362.8631609819447,Not significant,Not significant,2.572955727166028,0.602719770411182,0.9999901784218205,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,1.1321810839740585e-4,1.3709252182278074e-4
HF1313,103,32937,2093,190,2976.54735535898,309.15502039013717,Not significant,Not significant,5.052417480924643,0.5469326043824101,1,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,2.3629355495151006e-4,0.001991676407651726
HF1322,104,35682,0,0,3224.6155610383194,334.92028531927235,Not significant,Not significant,-4.694373451121174,2.9762138629091774,0.05736359138133573,0,0,0,0,Not hotspot,Not hotspot,4.08370826881901e-7,8.961125073421153e-6
