area_index,shared_mean,shared_sd,shared_q025,shared_q50,shared_q975,exceed_prob_rr_gt1,hotspot_080,hotspot_090
245,-3.1706982813262594,3.4871250386070387,-10.020673462182426,-3.1683691029928718,3.6660760347259376,0.1816068304494658,0,0
246,6.090891214481449,0.5497565412453361,5.020930910777144,6.0831054349049,7.204471277896847,1,1,1
247,-3.8037457197471363,3.267839952649939,-10.223723525606538,-3.8012476721706596,2.6020540892145876,0.12221324509929288,0,0
248,6.6912954770020585,0.5579065153679391,5.5729856710514865,6.6928017746368464,7.790143746879295,1,1,1
249,-4.161845241083443,3.177403520468961,-10.404447986003845,-4.15928888731145,2.0662458178607137,0.09512737944335248,0,0
250,-5.476342628902256,3.0567181024128187,-11.489112141772539,-5.471711812435123,0.5099895131416607,0.03660045946642532,0,0
251,-4.95408418915696,3.1828845956258287,-11.214737143303212,-4.949430768618472,1.2800951539393015,0.05979744634013784,0,0
252,4.2950082956602,0.5494480805408907,3.243626356157252,4.28171278041599,5.429971116193739,0.9999999999999973,1,1
253,-4.233479314280239,3.1816627004806874,-10.48489519863598,-4.230794671400369,2.00266322856284,0.09166245635147552,0,0
254,6.500355576291154,0.5540808335417021,5.402991198263426,6.498123814865316,7.603589515208937,1,1,1
255,-3.725769182159767,3.173863810211345,-9.964778090556013,-3.7222335522547274,2.4934547154076414,0.12021940574643242,0,0
256,-3.9927125681095927,3.161282546336459,-10.204290190253673,-3.9899798894346366,2.203483578315941,0.10329386729471679,0,0
257,10.155398526202458,0.6255215636236251,8.941803622531326,10.145751095455717,11.406835958278908,1,1,1
258,-3.908400119771447,3.1322103118833566,-10.065703634318544,-3.9048132678903,2.2288442736825096,0.10605051168369173,0,0
259,4.626531315899809,0.6377008180427528,3.370152100546174,4.625253899783096,5.888807131218085,0.9999999999997992,1,1
260,7.208067535007126,0.5791375521859383,6.004567015022927,7.220963279938704,8.314842804040326,1,1,1
261,-3.5755669965391528,3.199840404739618,-9.867220962249037,-3.5715454088856755,2.693669933492632,0.13190730491319014,0,0
262,4.657927863303647,0.5522559445974436,3.5944827293069883,4.646829852575942,5.789908397970002,1,1,1
263,-4.177858070867299,3.1209062482836054,-10.310104148612028,-4.175139646862794,1.9390783057016074,0.09033935019463113,0,0
264,-4.897473566308562,2.984903931807506,-10.76246539682824,-4.894823240368431,0.9525555536052108,0.05042492356924466,0,0
265,-4.506999413840752,3.0662704938493417,-10.531621532106826,-4.50438612840076,1.5028593827408372,0.07079934866663962,0,0
266,-3.3926847235421387,3.350866352157754,-9.975459352960636,-3.3902471776981375,3.1763237724739937,0.15565433374585602,0,0
267,7.35046931404663,0.5656659683094847,6.2677743199313785,7.337109845899901,8.508574343707782,1,1,1
268,-4.634340770204157,3.0171861407065967,-10.56326865643426,-4.6315262364141,1.2787480795826172,0.06227151266650843,0,0
269,1.3237891099817953,0.7851570906116111,-0.20179057635022146,1.3172551348519894,2.8900844908035275,0.9541038487920702,1,1
270,-3.942953455867667,3.203186613059538,-10.236091939771491,-3.940428483254186,2.335915745553007,0.10917131430773108,0,0
271,-4.3505613537799075,3.125101486050605,-10.490448484933957,-4.348007195589999,1.774873898703718,0.0819408480459679,0,0
272,-4.031094372485772,3.168764168155791,-10.256624726385109,-4.028570087252374,2.1801491631203085,0.10166265901883453,0,0
273,-4.176080745716257,3.14756574660597,-10.360060171811542,-4.173545225566061,1.9935489952190375,0.09229318019407373,0,0
274,-3.9290965489692002,3.2306779598750013,-10.276126765836679,-3.9265920789232682,2.403731486308881,0.11195755392802431,0,0
275,2.322540210013829,0.6378553167268256,1.0869811638034306,2.3145519824455922,3.6083102724769933,0.9998642995455951,1,1
276,-4.047874718003179,3.111829246035038,-10.163115862583677,-4.044904317389219,2.0506383793577445,0.09666306298744165,0,0
277,3.3231010526848257,0.7030586416037318,1.9720039309084332,3.311352097365238,4.746611975316213,0.9999988586405215,1,1
278,-4.604265168606236,3.0581051721429056,-10.612760675845141,-4.601681564354385,1.3896074967423209,0.06608569929743036,0,0
279,2.393201012067314,0.689604953332643,1.0761023185440197,2.378496935013015,3.8020698934841626,0.9997401524561745,1,1
280,-2.9116134639694344,3.54877445613755,-9.882536866421281,-2.9093205903363173,4.046309654258068,0.20597808775658266,0,0
281,0.3401337798352794,0.753687454103545,-1.1577196855649525,0.34643852310989287,1.802046094818163,0.6741107611841819,0,0
282,0.39162861101724167,0.7963763008683351,-1.1945046030277313,0.3994212882869298,1.9333245881219716,0.6885566463001906,0,0
283,0.3352810224431835,0.7096953777985657,-1.0821678547675422,0.3431564378150739,1.7074188703872166,0.6816898689311857,0,0
284,0.3527909988752597,0.7381819253059048,-1.119475766126251,0.3604756797684851,1.7810449446153152,0.6836459898607877,0,0
285,0.14324626572517304,0.6331293998492769,-1.1059354927594947,0.14525933968846796,1.3808354716455031,0.5894969617511163,0,0
286,0.0705394108215076,0.7064197197873188,-1.3160992937361318,0.07095139002901861,1.4548379508885652,0.5397702055222984,0,0
287,0.08440665378493145,0.8023793428279388,-1.5028764435889546,0.08801789210332973,1.6508559062471282,0.5418896383523417,0,0
288,-0.5863257414050759,1.2274601945813088,-2.9709948765861367,-0.5958081700393391,1.8534065389355772,0.31644114932639766,0,0
289,0.08798498724083689,1.0215577562419538,-1.917576511498802,0.08820409126277591,2.0921117123111093,0.5343177687057226,0,0
290,0.24794636897858255,0.8138285639089964,-1.3586133470927078,0.25136892342513395,1.835216775091725,0.6196899489828775,0,0
291,0.17130945612809997,0.979983004390746,-1.758782945112351,0.1734142387987523,2.08934476732462,0.5693849843568285,0,0
292,0.2521737890207833,0.5865528125031754,-0.9320271579409722,0.2616106035809075,1.3810562605560008,0.6663749445375753,0,0
293,0.2848873538419029,0.5712966504626475,-0.8752109054797048,0.29617225073023357,1.3790570556404351,0.6909933515806889,0,0
294,0.2651722371004548,0.5774156280108991,-0.9049435626871436,0.275746969834842,1.3733775627825144,0.6769690134044607,0,0
295,0.2728321182653126,0.5976473158131359,-0.9365157713565642,0.28344018394304166,1.4202404657935002,0.6759884447203657,0,0
296,0.31000574489792143,0.6290864590614851,-0.9586289631876361,0.32030658616624785,1.5187774487795302,0.6889185165331885,0,0
