term,mean,sd,0.025quant,0.5quant,0.975quant,mode,kld
outcome_typemalaria,-5.3448527591839214,0.4282145549252268,-6.193235333652207,-5.342051286896135,-4.5122780167968415,-5.342016910871252,1.16076462472879e-8
outcome_typescd,-5.527094306317979,0.49484557891916603,-6.545039854073849,-5.513016981724813,-4.595561900149437,-5.514371796281041,2.1490666956390858e-7
