term,mean,sd,0.025quant,0.5quant,0.975quant,mode,kld
outcome_typemalaria,-5.334849718744258,0.22225591257482397,-5.78225512122255,-5.33093148364646,-4.909740482416185,-5.330898476096569,7.531239261654427e-8
outcome_typescd,-4.880827630502197,0.27712340945474784,-5.462839552085102,-4.869508316813115,-4.369355575090574,-4.871590404374251,4.692994961870924e-7
