area_index,shared_mean_adj,shared_sd_adj,shared_q025_adj,shared_q50_adj,shared_q975_adj,exceed_prob_rr_gt1_adj,hotspot_080_adj,hotspot_090_adj
223,0.3235123819708248,3.482708395536724,-6.525727967958403,0.3235737296244271,7.172341621566404,0.5370049353801247,0,0
224,-0.7866522728482169,2.439584876856938,-5.592589254899694,-0.7837784024450072,4.002987962629621,0.3735546433118504,0,0
225,-0.2205167894652722,1.0774916100380807,-2.30595937139878,-0.23350287056829663,1.9383626630735191,0.41891984556036277,0,0
226,0.7923905059921361,1.0582930416644754,-1.2563994479572547,0.779918591255257,2.911231708760626,0.7729942240461716,0,0
227,1.717771201187458,1.4333459120914918,-1.1036608485403874,1.71854780633912,4.534928150455589,0.8846260472261107,1,0
228,-1.445800741338827,4.244232363580014,-9.79674985075252,-1.4435656014816993,6.892713416753746,0.36668327695655645,0,0
229,-0.025885200275837322,2.591784409755458,-5.120359149119502,-0.025439833762079023,5.066356636108948,0.4960156681582041,0,0
230,5.252538117240014,2.3296789187670166,0.7144537704106728,5.2378108883047485,9.87122578458998,0.9879213699006114,1,1
231,4.066712276321202,2.231638380055686,-0.29310470918174136,4.056861294021755,8.480090365791177,0.9657951812634282,1,1
232,3.4606761571264384,3.6484265120829926,-3.7030942034071366,3.4575733377249382,10.642309660216034,0.8285725280034663,1,0
233,0.47566858481305724,1.098763747746099,-1.675725416258873,0.47092914608844594,2.653449421890169,0.6674608386064041,0,0
234,-1.7728000317234585,3.829908874934176,-9.323391924222271,-1.767712640809649,5.748812101300002,0.32172408662587115,0,0
235,-1.1230274523796304,2.9257002993639065,-6.883207801841028,-1.120811632220984,4.62459943818146,0.35054514373335477,0,0
236,0.1253148681052004,1.112655030809669,-2.065883440074854,0.12498478588534181,2.3178005100507484,0.5448368144971751,0,0
